RowName,RuleKey,RuleId,ItemId,SocketId,bIsGroup,Priority,FixedMeshItemId,RowDescription
12225,12225,140258,13140000028,8,True,0,0,None
5978,5978,100001,13030000109,1,True,0,0,None
6107,6107,100001,13040000141,3,False,0,0,None
6116,6116,100001,13040000114,3,True,0,0,None
6114,6114,100001,13040000110,3,True,0,0,None
6113,6113,100001,13040000109,3,True,0,0,None
6112,6112,100001,13040000108,3,True,0,0,None
6111,6111,100001,13040000107,3,True,0,0,None
12224,12224,140258,13140000027,8,True,0,0,None
12223,12223,140258,13140000026,8,True,0,0,None
12222,12222,140258,13140000025,8,True,0,0,None
12221,12221,140258,13140000024,8,True,0,0,None
12249,12249,100056,13030000125,3,False,0,0,None
7030,7030,100001,13110000053,11,True,0,0,None
6110,6110,100001,13040000106,3,True,0,0,None
6109,6109,100001,13040000105,3,True,0,0,None
5993,5993,100002,13030000138,1,False,0,0,None
6133,6133,100002,13040000110,3,True,0,0,None
10351,10351,100002,13040000119,3,True,0,0,None
10350,10350,100002,13040000118,3,True,0,0,None
10349,10349,100002,13040000117,3,True,0,0,None
10348,10348,100002,13040000116,3,True,0,0,None
6132,6132,100002,13040000109,3,True,0,0,None
6131,6131,100002,13040000108,3,True,0,0,None
6130,6130,100002,13040000107,3,True,0,0,None
7526,7526,100002,13050000206,4,False,0,0,None
7525,7525,100002,13050000205,4,False,0,0,None
19764,19764,140314,13320000010,17,True,0,0,None
14862,14862,100001,13120000030,5,False,0,0,None
7056,7056,100002,13110000047,11,True,0,0,None
6129,6129,100002,13040000106,3,True,0,0,None
6128,6128,100002,13040000105,3,True,0,0,None
63,63,100003,13030000005,1,False,0,0,None
15147,15147,100003,13040000005,3,False,0,0,None
14593,14593,100003,13110000055,11,True,0,0,None
14592,14592,100003,13110000054,11,True,0,0,None
14591,14591,100003,13110000074,11,True,0,0,None
14590,14590,100003,13110000073,11,True,0,0,None
84,84,100003,13120000005,5,False,0,0,None
14589,14589,100003,13110000072,11,True,0,0,None
6413,6413,100004,13120000257,5,False,0,0,None
97,97,100012,13110000003,11,True,0,0,None
6309,6309,100005,13040000148,3,False,0,0,None
6320,6320,100005,13040000129,3,True,0,0,None
6319,6319,100005,13040000128,3,True,0,0,None
10525,10525,100005,13050000275,4,False,0,0,None
6462,6462,100005,13120000275,5,False,0,0,None
6318,6318,100005,13040000127,3,True,0,0,None
11231,11231,110384,13130000155,6,True,0,0,None
11990,11990,110452,13130000187,6,True,0,0,None
6377,6377,100008,13040000134,3,False,0,0,None
6362,6362,100013,13040000135,3,False,0,0,None
11983,11983,100008,13020000452,2,False,0,0,None
11987,11987,110452,13130000184,6,True,0,0,None
7480,7480,100008,13110000053,11,True,0,0,None
11678,11678,100009,13040000120,3,True,0,0,None
11677,11677,100009,13040000119,3,True,0,0,None
11676,11676,100009,13040000118,3,True,0,0,None
11675,11675,100009,13040000116,3,True,0,0,None
11674,11674,100009,13040000145,3,False,0,0,None
6192,6192,100009,13040000110,3,True,0,0,None
6191,6191,100009,13040000109,3,True,0,0,None
6190,6190,100009,13040000108,3,True,0,0,None
8866,8866,100009,13050000223,4,False,0,0,None
6415,6415,100009,13120000242,5,False,0,0,None
6189,6189,100009,13040000107,3,True,0,0,None
6188,6188,100009,13040000106,3,True,0,0,None
163,163,100010,13110000020,11,True,0,0,None
164,164,100010,13110000017,11,True,0,0,None
165,165,100010,13110000014,11,True,0,0,None
166,166,100010,13110000007,11,True,0,0,None
167,167,100010,13050000014,4,False,0,0,None
168,168,100010,13050000096,4,True,0,0,None
169,169,100010,13110000001,11,True,0,0,None
14588,14588,100003,13110000069,11,True,0,0,None
15528,15528,100023,13110000077,31,True,0,0,None
172,172,100011,13120000012,5,False,0,0,None
15522,15522,100036,13110000076,31,True,0,0,None
174,174,100012,13110000020,11,True,0,0,None
175,175,100012,13110000017,11,True,0,0,None
176,176,100012,13110000014,11,True,0,0,None
177,177,100012,13110000007,11,True,0,0,None
178,178,100012,13020000005,2,False,0,0,None
179,179,100012,13030000021,1,False,0,0,None
181,181,100012,13040000056,3,True,0,0,None
182,182,100012,13040000055,3,True,0,0,None
184,184,100012,13040000017,3,False,0,0,None
185,185,100012,13040000003,3,True,0,0,None
186,186,100012,13040000006,3,True,0,0,None
187,187,100012,13040000007,3,True,0,0,None
188,188,100012,13040000009,3,True,0,0,None
189,189,100012,13040000022,3,True,0,0,None
190,190,100012,13040000023,3,True,0,0,None
191,191,100012,13040000025,3,True,0,0,None
192,192,100012,13040000042,3,True,0,0,None
193,193,100012,13040000046,3,True,0,0,None
194,194,100012,13040000045,3,True,0,0,None
195,195,100012,13040000044,3,True,0,0,None
196,196,100012,13040000047,3,True,0,0,None
197,197,100012,13040000050,3,True,0,0,None
198,198,100012,13040000043,3,True,0,0,None
199,199,100012,13050000063,4,True,0,0,None
200,200,100012,13050000016,4,False,0,0,None
201,201,100012,13120000016,5,False,0,0,None
202,202,100012,13040000051,3,True,0,0,None
203,203,100012,13040000041,3,True,0,0,None
204,204,100012,13110000001,11,True,0,0,None
11053,11053,100013,13020000449,2,False,0,0,None
6100,6100,100013,13030000140,1,False,0,0,None
6361,6361,100013,13040000144,3,False,0,0,None
6374,6374,100008,13030000154,1,False,0,0,None
6373,6373,100013,13040000120,3,True,0,0,None
6372,6372,100013,13040000119,3,True,0,0,None
6371,6371,100013,13040000118,3,True,0,0,None
6370,6370,100013,13040000117,3,True,0,0,None
6369,6369,100013,13040000110,3,True,0,0,None
6368,6368,100013,13040000109,3,True,0,0,None
6367,6367,100013,13040000108,3,True,0,0,None
6366,6366,100013,13040000107,3,True,0,0,None
6365,6365,100013,13040000106,3,True,0,0,None
11056,11056,100013,13050000295,4,False,0,0,None
7457,7457,100013,13110000042,11,True,0,0,None
7456,7456,100013,13110000046,11,True,0,0,None
7454,7454,100013,13110000044,11,True,0,0,None
7453,7453,100013,13110000043,11,True,0,0,None
6475,6475,100013,13120000288,5,False,0,0,None
6364,6364,100013,13040000105,3,True,0,0,None
6363,6363,100013,13040000104,3,True,0,0,None
6360,6360,100014,13040000163,3,False,0,0,None
11041,11041,100014,13050000293,4,False,0,0,None
7452,7452,100014,13110000057,11,True,0,0,None
7451,7451,100014,13110000056,11,True,0,0,None
7450,7450,100014,13110000055,11,True,0,0,None
7449,7449,100014,13110000054,11,True,0,0,None
7448,7448,100014,13110000053,11,True,0,0,None
10189,10189,100015,13020000413,2,False,0,0,None
260,260,100012,13040000049,3,True,0,0,None
6277,6277,100015,13040000160,3,False,0,0,None
6456,6456,100015,13120000269,5,False,0,0,None
11196,11196,100016,13020000457,2,False,0,0,None
270,270,100017,13280000001,14,False,0,0,None
271,271,100018,13030000025,1,False,0,0,None
6198,6198,100019,13040000146,3,False,0,0,None
6421,6421,100019,13120000259,5,False,0,0,None
14570,14570,110379,13130000166,6,True,0,0,None
8878,8878,100019,13020000376,2,False,0,0,None
6288,6288,100020,13040000147,3,False,0,0,None
10199,10199,100020,13020000418,2,False,0,0,None
6457,6457,100020,13120000270,5,False,0,0,None
9764,9764,100033,13050000250,4,False,0,0,None
7336,7336,100020,13110000053,11,True,0,0,None
6298,6298,100020,13040000123,3,False,0,0,None
6297,6297,100020,13040000110,3,True,0,0,None
6296,6296,100020,13040000109,3,True,0,0,None
6295,6295,100020,13040000108,3,True,0,0,None
6294,6294,100020,13040000107,3,True,0,0,None
304,304,140003,13140000018,8,True,0,0,None
305,305,140003,13140000017,8,True,0,0,None
306,306,140003,13140000012,8,True,0,0,None
307,307,140003,13140000011,8,True,0,0,None
308,308,140003,13140000010,8,True,0,0,None
309,309,140003,13140000003,8,True,0,0,None
310,310,140003,13140000002,8,True,0,0,None
311,311,140003,13140000016,8,True,0,0,None
312,312,140003,13140000015,8,True,0,0,None
313,313,140003,13140000014,8,True,0,0,None
314,314,140003,13140000013,8,True,0,0,None
315,315,140003,13140000008,8,True,0,0,None
316,316,140003,13140000006,8,True,0,0,None
317,317,140003,13140000004,8,True,0,0,None
16745,16745,140005,13140000035,8,True,0,0,None
16744,16744,140005,13140000033,8,True,0,0,None
341,341,140003,13140000020,8,True,0,0,None
342,342,140003,13140000019,8,True,0,0,None
16743,16743,140005,13140000032,8,True,0,0,None
16742,16742,140005,13140000031,8,True,0,0,None
16741,16741,140005,13140000029,8,True,0,0,None
16740,16740,140005,13140000026,8,True,0,0,None
16739,16739,140005,13140000025,8,True,0,0,None
16738,16738,140005,13140000023,8,True,0,0,None
16737,16737,140005,13140000022,8,True,0,0,None
442,442,140013,13140000007,8,False,0,0,None
443,443,140013,13110000001,11,True,0,0,None
444,444,140013,13110000007,11,True,0,0,None
445,445,140013,13110000014,11,True,0,0,None
446,446,140013,13110000017,11,True,0,0,None
469,469,280002,13110000001,11,True,0,0,None
470,470,280002,13110000007,11,True,0,0,None
471,471,280002,13110000017,11,True,0,0,None
472,472,280002,13110000014,11,True,0,0,None
477,477,280003,13160000001,20,False,0,0,None
478,478,280003,13160000002,20,False,0,0,None
479,479,280003,13160000003,20,False,0,0,None
480,480,280003,13160000004,20,False,0,0,None
481,481,280003,13140000004,8,True,0,0,None
482,482,280003,13140000006,8,True,0,0,None
483,483,280003,13140000008,8,True,0,0,None
484,484,280003,13140000013,8,True,0,0,None
485,485,100017,13270000001,14,False,0,0,None
486,486,100017,13270000002,14,False,0,0,None
487,487,140013,13110000020,11,True,0,0,None
488,488,140020,13140000017,8,True,0,0,None
489,489,140020,13140000012,8,True,0,0,None
490,490,140020,13140000011,8,True,0,0,None
491,491,140020,13140000010,8,True,0,0,None
492,492,140020,13140000003,8,True,0,0,None
493,493,140020,13140000002,8,True,0,0,None
494,494,140020,13140000016,8,True,0,0,None
495,495,140020,13140000015,8,True,0,0,None
496,496,140020,13140000014,8,True,0,0,None
497,497,140020,13140000013,8,True,0,0,None
498,498,140020,13140000008,8,True,0,0,None
499,499,140020,13140000006,8,True,0,0,None
500,500,140020,13140000004,8,True,0,0,None
501,501,140020,13140000018,8,True,0,0,None
