RowName,PartItemID,Price,RowDescription
40120000008,40120000008,500,None
40120000020,40120000020,500,None
40120000021,40120000021,500,None
40120000022,40120000022,500,None
40120000023,40120000023,500,None
40000010002,40000010002,500,None
40000010008,40000010008,500,None
40000010001,40000010001,500,None
40000010004,40000010004,500,None
40120000009,40120000009,500,None
40120000001,40120000001,500,None
40120000047,40120000047,500,None
40120000012,40120000012,500,None
40120000014,40120000014,500,None
40120000013,40120000013,500,None
40120000026,40120000026,500,None
40120000037,40120000037,500,None
40000010006,40000010006,500,None
40000010012,40000010012,500,None
40120100004,40120100004,500,None
40120100031,40120100031,500,None
40120100007,40120100007,1000,None
40000110002,40000110002,500,None
40000110008,40000110008,500,None
40000110011,40000110011,500,None
40000110001,40000110001,500,None
40120100009,40120100009,500,None
40120100001,40120100001,500,None
40120100010,40120100010,500,None
40120100011,40120100011,500,None
40120100012,40120100012,500,None
40120100024,40120100024,500,None
40120100026,40120100026,500,None
40120200003,40120200003,500,None
40120200029,40120200029,500,None
40120200030,40120200030,500,None
40120200034,40120200034,1000,None
40120200050,40120200050,500,None
40000210002,40000210002,500,None
40000210008,40000210008,500,None
40000210011,40000210011,500,None
40000210001,40000210001,500,None
40000210004,40000210004,500,None
40120200009,40120200009,500,None
40120200001,40120200001,500,None
40120200010,40120200010,500,None
40120200025,40120200025,500,None
40120200012,40120200012,500,None
40120200024,40120200024,500,None
40120200013,40120200013,500,None
40000310002,40000310002,500,None
40000310008,40000310008,500,None
40000310001,40000310001,500,None
40000310007,40000310007,500,None
40120300009,40120300009,500,None
40120300001,40120300001,500,None
40120300010,40120300010,500,None
40120300045,40120300045,500,None
40120300046,40120300046,500,None
40120400017,40120400017,500,None
40120400027,40120400027,500,None
40120400028,40120400028,500,None
40120400019,40120400019,500,None
40120400038,40120400038,500,None
40120400070,40120400070,500,None
40000410003,40000410003,500,None
40000410001,40000410001,500,None
40120400018,40120400018,500,None
40120500032,40120500032,500,None
40120500033,40120500033,500,None
40120500039,40120500039,500,None
40120500040,40120500040,500,None
40000510002,40000510002,500,None
40000510008,40000510008,500,None
40000510009,40000510009,500,None
40000510010,40000510010,500,None
40000510001,40000510001,500,None
40000510004,40000510004,500,None
40120500009,40120500009,500,None
40120500001,40120500001,500,None
40120500010,40120500010,500,None
40120500012,40120500012,500,None
40120500024,40120500024,500,None
40120500037,40120500037,500,None
40120500048,40120500048,500,None
40120500049,40120500049,500,None
40120600041,40120600041,500,None
40120600042,40120600042,500,None
40120600043,40120600043,500,None
40120600044,40120600044,500,None
40120610003,40120610003,500,None
40120610001,40120610001,500,None
40120610006,40120610006,500,None
40120610005,40120610005,500,None
40120700058,40120700058,500,None
40120700059,40120700059,500,None
40120700060,40120700060,500,None
40120700061,40120700061,500,None
40120710002,40120710002,500,None
40120710008,40120710008,500,None
40120710014,40120710014,500,None
40120710001,40120710001,500,None
40120710004,40120710004,500,None
40120700062,40120700062,500,None
40120700063,40120700063,500,None
40120710006,40120710006,500,None
40120710013,40120710013,500,None
40120800052,40120800052,500,None
40120800053,40120800053,500,None
40120800054,40120800054,500,None
40120800055,40120800055,500,None
40120800056,40120800056,500,None
40120800057,40120800057,500,None
40120810003,40120810003,500,None
40120810001,40120810001,500,None
40120900001,40120900001,500,None
40120900009,40120900009,500,None
40120900015,40120900015,500,None
40120900047,40120900047,500,None
40120900046,40120900046,500,None
40120900069,40120900069,1000,None
40120910002,40120910002,500,None
40120910008,40120910008,500,None
40120910001,40120910001,500,None
40120910004,40120910004,500,None
40120910006,40120910006,500,None
40120910005,40120910005,500,None
40121000071,40121000071,500,None
40121000072,40121000072,500,None
40121010002,40121010002,500,None
40121010008,40121010008,500,None
40121010017,40121010017,500,None
40121010018,40121010018,500,None
40121010006,40121010006,500,None
40121010012,40121010012,500,None
40121000076,40121000076,1000,None
40121000075,40121000075,500,None
40121000012,40121000012,500,None
40121000026,40121000026,500,None
40121000024,40121000024,500,None
40120100074,40120100074,1000,None
40121000073,40121000073,500,None
40121000047,40121000047,500,None
40121100001,40121100001,500,None
40121100009,40121100009,500,None
40121200001,40121200001,500,None
40121200009,40121200009,500,None
40120200080,40120200080,500,None
40121300001,40121300001,500,None
40121300009,40121300009,500,None
40121400001,40121400001,500,None
40121400009,40121400009,500,None
40121500001,40121500001,500,None
40121500009,40121500009,500,None
40121010020,40121010020,500,None
