RowName,BadgeId,BelongedHeroIDs,BadgeLevel,IsDefUnlock,IsDefEquip,BadgeName,BadgeImage,BadgeDescription,GoodsId,DisplayType,RowDescription
38080112001,38080112001,0,2,True,False,,(),,0,3,None
38080112002,38080112002,0,5,False,False,,(),,0,3,None
38080212003,38080212003,0,2,False,False,,(),,0,3,None
38080212004,38080212004,0,2,False,False,,(),,0,3,None
38080212005,38080212005,0,2,False,False,,(),,0,3,None
38080212006,38080212006,0,2,False,False,,(),,0,3,None
38080212007,38080212007,0,2,False,False,,(),,0,3,None
38080212008,38080212008,0,2,False,False,,(),,0,3,None
38080212009,38080212009,0,2,False,False,,(),,0,3,None
38080212010,38080212010,0,2,False,False,,(),,0,3,None
38080212011,38080212011,0,2,False,False,,(),,0,3,None
38080212012,38080212012,0,2,False,False,,(),,0,3,None
38080312013,38080312013,0,3,False,False,,(),,0,3,None
38080312014,38080312014,0,3,False,False,,(),,0,3,None
38080312015,38080312015,0,3,False,False,,(),,0,3,None
38080312016,38080312016,0,3,False,False,,(),,0,3,None
38080312017,38080312017,0,3,False,False,,(),,0,3,None
38080312018,38080312018,0,3,False,False,,(),,0,3,None
38080312019,38080312019,0,3,False,False,,(),,0,3,None
38080312020,38080312020,0,3,False,False,,(),,0,3,None
38080312021,38080312021,0,3,False,False,,(),,0,3,None
38080312022,38080312022,0,3,False,False,,(),,0,3,None
38080312023,38080312023,0,3,False,False,,(),,0,3,None
38080312024,38080312024,0,3,False,False,,(),,0,3,None
38080312025,38080312025,0,3,False,False,,(),,0,3,None
38080312026,38080312026,0,3,False,False,,(),,0,3,None
38080312027,38080312027,0,3,False,False,,(),,0,3,None
38080312028,38080312028,0,3,False,False,,(),,0,3,None
38080312029,38080312029,0,3,False,False,,(),,0,3,None
38080312030,38080312030,0,3,False,False,,(),,0,3,None
38080312031,38080312031,0,3,False,False,,(),,0,3,None
38080312032,38080312032,0,2,False,False,,(),,0,3,None
38080312033,38080312033,0,2,False,False,,(),,0,3,None
38080312034,38080312034,0,5,False,False,,(),,0,3,None
38080312035,38080312035,0,2,False,False,,(),,0,3,None
38080222003,38080222003,0,3,False,False,,(),,0,3,None
38080222004,38080222004,0,3,False,False,,(),,0,3,None
38080222005,38080222005,0,3,False,False,,(),,0,3,None
38080222006,38080222006,0,3,False,False,,(),,0,3,None
38080222007,38080222007,0,3,False,False,,(),,0,3,None
38080222008,38080222008,0,3,False,False,,(),,0,3,None
38080222009,38080222009,0,3,False,False,,(),,0,3,None
38080222010,38080222010,0,3,False,False,,(),,0,3,None
38080222011,38080222011,0,3,False,False,,(),,0,3,None
38080222012,38080222012,0,3,False,False,,(),,0,3,None
38080232003,38080232003,0,4,False,False,,(),,0,3,None
38080232004,38080232004,0,4,False,False,,(),,0,3,None
38080232005,38080232005,0,4,False,False,,(),,0,3,None
38080232006,38080232006,0,4,False,False,,(),,0,3,None
38080232007,38080232007,0,4,False,False,,(),,0,3,None
38080232008,38080232008,0,4,False,False,,(),,0,3,None
38080232009,38080232009,0,4,False,False,,(),,0,3,None
38080232010,38080232010,0,4,False,False,,(),,0,3,None
38080232011,38080232011,0,4,False,False,,(),,0,3,None
38080232012,38080232012,0,4,False,False,,(),,0,3,None
38080242003,38080242003,0,5,False,False,,(),,0,3,None
38080242004,38080242004,0,5,False,False,,(),,0,3,None
38080242005,38080242005,0,5,False,False,,(),,0,3,None
38080242006,38080242006,0,5,False,False,,(),,0,3,None
38080242007,38080242007,0,5,False,False,,(),,0,3,None
38080242008,38080242008,0,5,False,False,,(),,0,3,None
38080242009,38080242009,0,5,False,False,,(),,0,3,None
38080242010,38080242010,0,5,False,False,,(),,0,3,None
38080242011,38080242011,0,5,False,False,,(),,0,3,None
38080242012,38080242012,0,5,False,False,,(),,0,3,None
38080212036,38080212036,0,2,False,False,,(),,0,3,None
38080222036,38080222036,0,3,False,False,,(),,0,3,None
38080232036,38080232036,0,4,False,False,,(),,0,3,None
38080242036,38080242036,0,5,False,False,,(),,0,3,None
38080212037,38080212037,0,2,False,False,,(),,0,3,None
38080222037,38080222037,0,3,False,False,,(),,0,3,None
38080232037,38080232037,0,4,False,False,,(),,0,3,None
38080242037,38080242037,0,5,False,False,,(),,0,3,None
38080512038,38080512038,0,5,False,False,,(),,0,3,None
38080312039,38080312039,0,3,False,False,,(),,0,3,None
38080312040,38080312040,0,3,False,False,,(),,0,3,None
38080312041,38080312041,0,3,False,False,,(),,0,3,None
38080312042,38080312042,0,3,False,False,,(),,0,3,None
38080312043,38080312043,0,3,False,False,,(),,0,3,None
38080312044,38080312044,0,3,False,False,,(),,0,3,None
38080312045,38080312045,0,3,False,False,,(),,0,3,None
38080312046,38080312046,0,3,False,False,,(),,0,3,None
38080212047,38080212047,0,2,False,False,,(),,0,3,None
38080222047,38080222047,0,3,False,False,,(),,0,3,None
38080232047,38080232047,0,4,False,False,,(),,0,3,None
38080242047,38080242047,0,5,False,False,,(),,0,3,None
38080212048,38080212048,0,2,False,False,,(),,0,3,None
38080222048,38080222048,0,3,False,False,,(),,0,3,None
38080232048,38080232048,0,4,False,False,,(),,0,3,None
38080242048,38080242048,0,5,False,False,,(),,0,3,None
38080512049,38080512049,0,5,False,False,,(),,0,3,None
38080512050,38080512050,0,5,False,False,,(),,0,3,None
38080512051,38080512051,0,5,False,False,,(),,0,3,None
38080512052,38080512052,0,2,False,False,,(),,0,3,None
38080522052,38080522052,0,3,False,False,,(),,0,3,None
38080532052,38080532052,0,4,False,False,,(),,0,3,None
38080542052,38080542052,0,5,False,False,,(),,0,3,None
38080512053,38080512053,0,5,False,False,,(),,0,3,None
38080212054,38080212054,0,2,False,False,,(),,0,3,None
38080222054,38080222054,0,3,False,False,,(),,0,3,None
38080232054,38080232054,0,4,False,False,,(),,0,3,None
38080242054,38080242054,0,5,False,False,,(),,0,3,None
38080512055,38080512055,0,3,False,False,,(),,0,3,None
38080512056,38080512056,0,5,False,False,,(),,0,3,None
38080512057,38080512057,0,5,False,False,,(),,0,3,None
38080512058,38080512058,0,5,False,False,,(),,0,3,None
38080312059,38080312059,0,3,False,False,,(),,0,3,None
38080312060,38080312060,0,3,False,False,,(),,0,3,None
38080312061,38080312061,0,3,False,False,,(),,0,3,None
38080512062,38080512062,0,5,False,False,,(),,0,3,None
38080512063,38080512063,0,5,False,False,,(),,0,3,None
38080512064,38080512064,0,5,False,False,,(),,0,3,None
38080512065,38080512065,0,5,False,False,,(),,0,3,None
38080312066,38080312066,0,3,False,False,,(),,0,3,None
38080312067,38080312067,0,3,False,False,,(),,0,3,None
38080312068,38080312068,0,3,False,False,,(),,0,3,None
38080512069,38080512069,0,5,False,False,,(),,0,3,None
38080512070,38080512070,0,5,False,False,,(),,0,3,None
38080512071,38080512071,0,5,False,False,,(),,0,3,None
38080512072,38080512072,0,5,False,False,,(),,0,3,None
38080512073,38080512073,0,5,False,False,,(),,0,3,None
38080512074,38080512074,0,4,False,False,,(),,0,3,None
38080512075,38080512075,0,5,False,False,,(),,0,3,None
38080512076,38080512076,0,5,False,False,,(),,0,3,None
38080512077,38080512077,0,5,False,False,,(),,0,3,None
38080512078,38080512078,0,2,False,False,,(),,0,3,None
38080512079,38080512079,0,2,False,False,,(),,0,3,None
38080512080,38080512080,0,2,False,False,,(),,0,3,None
38080512081,38080512081,0,2,False,False,,(),,0,3,None
38080512082,38080512082,0,5,False,False,,(),,0,3,None
38080512083,38080512083,0,5,False,False,,(),,0,3,None
38080512084,38080512084,0,5,False,False,,(),,0,3,None
38080512085,38080512085,0,5,False,False,,(),,0,3,None
38080512086,38080512086,0,4,False,False,,(),,0,3,None
38080512087,38080512087,0,5,False,False,,(),,0,3,None
38080512088,38080512088,0,3,False,False,,(),,0,3,None
38080512089,38080512089,0,5,False,False,,(),,0,3,None
38080512090,38080512090,0,5,False,False,,(),,0,3,None
38080522078,38080522078,0,3,False,False,,(),,0,3,None
38080532078,38080532078,0,4,False,False,,(),,0,3,None
38080542078,38080542078,0,5,False,False,,(),,0,3,None
38080522079,38080522079,0,3,False,False,,(),,0,3,None
38080532079,38080532079,0,4,False,False,,(),,0,3,None
38080542079,38080542079,0,5,False,False,,(),,0,3,None
38080522080,38080522080,0,3,False,False,,(),,0,3,None
38080532080,38080532080,0,4,False,False,,(),,0,3,None
38080542080,38080542080,0,5,False,False,,(),,0,3,None
38080522081,38080522081,0,3,False,False,,(),,0,3,None
38080532081,38080532081,0,4,False,False,,(),,0,3,None
38080542081,38080542081,0,5,False,False,,(),,0,3,None
38080542091,38080542091,0,5,False,False,,(),,0,3,None
38080542092,38080542092,0,3,False,False,,(),,0,3,None
38080542093,38080542093,0,5,False,False,,(),,0,3,None
38080542094,38080542094,0,5,False,False,,(),,0,3,None
38080542095,38080542095,0,5,False,False,,(),,0,3,None
38080542096,38080542096,0,5,False,False,,(),,0,3,None
38080542097,38080542097,0,5,False,False,,(),,0,3,None
