RowName,ItemID,RelatedIds,SimpleDescription,RowDescription
15050300001,15050300001,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300013,15050300013,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300005,15050300005,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300019,15050300019,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300032,15050300032,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300015,15050300015,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300014,15050300014,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300020,15050300020,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300008,15050300008,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300026,15050300026,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300017,15050300017,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300025,15050300025,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300011,15050300011,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300029,15050300029,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300033,15050300033,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300031,15050300031,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050300021,15050300021,"15050300001,15050300013,15050300005,15050300019,15050300032,15050300015,15050300014,15050300020,15050300008,15050300026,15050300017,15050300025,15050300011,15050300029,15050300033,15050300031,15050300021",,None
15050100019,15050100019,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100013,15050100013,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100014,15050100014,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100016,15050100016,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100008,15050100008,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100001,15050100001,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100003,15050100003,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100004,15050100004,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100006,15050100006,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100007,15050100007,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100011,15050100011,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100009,15050100009,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050100022,15050100022,"15050100019,15050100013,15050100014,15050100016,15050100008,15050100001,15050100003,15050100004,15050100006,15050100007,15050100011,15050100009,15050100022",,None
15050400001,15050400001,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400002,15050400002,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400003,15050400003,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400004,15050400004,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400005,15050400005,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400006,15050400006,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400007,15050400007,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400008,15050400008,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400009,15050400009,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400010,15050400010,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400011,15050400011,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400012,15050400012,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400013,15050400013,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400014,15050400014,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400015,15050400015,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400016,15050400016,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400017,15050400017,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050400018,15050400018,"15050400001,15050400002,15050400003,15050400004,15050400005,15050400006,15050400007,15050400008,15050400009,15050400010,15050400011,15050400012,15050400013,15050400014,15050400015,15050400016,15050400017,15050400018",,None
15050200001,15050200001,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200002,15050200002,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200003,15050200003,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200004,15050200004,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200005,15050200005,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200006,15050200006,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200007,15050200007,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200008,15050200008,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200009,15050200009,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200010,15050200010,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200011,15050200011,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
15050200012,15050200012,"15050200001,15050200002,15050200003,15050200004,15050200005,15050200006,15050200007,15050200008,15050200009,15050200010,15050200011,15050200012",,None
11050006002,11050006002,"11050006002,11050005001,11050005002,11050005003,11050005004",,None
11050005001,11050005001,"11050005001,11050005002,11050005003,11050005004",,None
11050005002,11050005002,"11050005001,11050005002,11050005003,11050005004",,None
11050005003,11050005003,"11050005001,11050005002,11050005003,11050005004",,None
11050005004,11050005004,"11050005001,11050005002,11050005003,11050005004",,None
11050004001,11050004001,"11050004001,11050004002,11050004007,11050004003,11050004004",,None
11050004002,11050004002,"11050004001,11050004002,11050004007,11050004003,11050004004",,None
11050004007,11050004007,"11050004001,11050004002,11050004007,11050004003,11050004004",,None
11050004003,11050004003,"11050004001,11050004002,11050004007,11050004003,11050004004",,None
11050004004,11050004004,"11050004001,11050004002,11050004007,11050004003,11050004004",,None
11050003001,11050003001,"11050003001,11050003002,11050003003,11050003004",,None
11050003002,11050003002,"11050003001,11050003002,11050003003,11050003004",,None
11050003003,11050003003,"11050003001,11050003002,11050003003,11050003004",,None
11050003004,11050003004,"11050003001,11050003002,11050003003,11050003004",,None
11050002001,11050002001,"11050002001,11050002002,11050002003,11050002004",,None
11050002002,11050002002,"11050002001,11050002002,11050002003,11050002004",,None
11050002003,11050002003,"11050002001,11050002002,11050002003,11050002004",,None
11050002004,11050002004,"11050002001,11050002002,11050002003,11050002004",,None
11050001001,11050001001,"11050001001,11050001002,11050001003,11050001004",,None
11050001002,11050001002,"11050001001,11050001002,11050001003,11050001004",,None
11050001003,11050001003,"11050001001,11050001002,11050001003,11050001004",,None
11050001004,11050001004,"11050001001,11050001002,11050001003,11050001004",,None
11010006002,11010006002,"11010006002,11010005001,11010005002,11010005003,11010005004,11010005009,11010005010",,None
11010005001,11010005001,"11010005001,11010005002,11010005003,11010005004,11010005009,11010005010",,None
11010005002,11010005002,"11010005001,11010005002,11010005003,11010005004,11010005009,11010005010",,None
11010005003,11010005003,"11010005001,11010005002,11010005003,11010005004,11010005009,11010005010",,None
11010005004,11010005004,"11010005001,11010005002,11010005003,11010005004,11010005009,11010005010",,None
11010004001,11010004001,"11010004001,11010004002,11010004003,11010004004",,None
11010004002,11010004002,"11010004001,11010004002,11010004003,11010004004",,None
11010004003,11010004003,"11010004001,11010004002,11010004003,11010004004",,None
11010004004,11010004004,"11010004001,11010004002,11010004003,11010004004",,None
11010003001,11010003001,"11010003001,11010003002,11010003003,11010003004",,None
11010003002,11010003002,"11010003001,11010003002,11010003003,11010003004",,None
11010003003,11010003003,"11010003001,11010003002,11010003003,11010003004",,None
11010003004,11010003004,"11010003001,11010003002,11010003003,11010003004",,None
11010002001,11010002001,"11010002001,11010002002,11010002003,11010002004",,None
11010002002,11010002002,"11010002001,11010002002,11010002003,11010002004",,None
11010002003,11010002003,"11010002001,11010002002,11010002003,11010002004",,None
11010002004,11010002004,"11010002001,11010002002,11010002003,11010002004",,None
11010001001,11010001001,"11010001001,11010001002,11010001003,11010001004",,None
11010001002,11010001002,"11010001001,11010001002,11010001003,11010001004",,None
11010001003,11010001003,"11010001001,11010001002,11010001003,11010001004",,None
11010001004,11010001004,"11010001001,11010001002,11010001003,11010001004",,None
11080006002,11080006002,"11080006002,11080005001,11080005002,11080005003,11080005004",,None
11080005001,11080005001,"11080005001,11080005002,11080005003,11080005004",,None
11080005002,11080005002,"11080005001,11080005002,11080005003,11080005004",,None
11080005003,11080005003,"11080005001,11080005002,11080005003,11080005004",,None
11080005004,11080005004,"11080005001,11080005002,11080005003,11080005004",,None
11080004001,11080004001,"11080004001,11080004002,11080004003,11080004004,11080004005",,None
11080004002,11080004002,"11080004001,11080004002,11080004003,11080004004,11080004005",,None
11080004003,11080004003,"11080004001,11080004002,11080004003,11080004004,11080004005",,None
11080004004,11080004004,"11080004001,11080004002,11080004003,11080004004,11080004005",,None
11080004005,11080004005,"11080004001,11080004002,11080004003,11080004004,11080004005",,None
11080003001,11080003001,"11080003001,11080003002,11080003003,11080003004,11080003005",,None
11080003002,11080003002,"11080003001,11080003002,11080003003,11080003004,11080003005",,None
11080003003,11080003003,"11080003001,11080003002,11080003003,11080003004,11080003005",,None
11080003004,11080003004,"11080003001,11080003002,11080003003,11080003004,11080003005",,None
11080003005,11080003005,"11080003001,11080003002,11080003003,11080003004,11080003005",,None
11080002001,11080002001,"11080002001,11080002002,11080002003,11080002004",,None
11080002002,11080002002,"11080002001,11080002002,11080002003,11080002004",,None
11080002003,11080002003,"11080002001,11080002002,11080002003,11080002004",,None
11080002004,11080002004,"11080002001,11080002002,11080002003,11080002004",,None
11080001001,11080001001,"11080001001,11080001002,11080001003,11080001004,11080001005",,None
11080001002,11080001002,"11080001001,11080001002,11080001003,11080001004,11080001005",,None
11080001003,11080001003,"11080001001,11080001002,11080001003,11080001004,11080001005",,None
11080001004,11080001004,"11080001001,11080001002,11080001003,11080001004,11080001005",,None
11080001005,11080001005,"11080001001,11080001002,11080001003,11080001004,11080001005",,None
11070004001,11070004001,"11070004001,11070004002,11070004003,11070004004",,None
11070004002,11070004002,"11070004001,11070004002,11070004003,11070004004",,None
11070004003,11070004003,"11070004001,11070004002,11070004003,11070004004",,None
11070004004,11070004004,"11070004001,11070004002,11070004003,11070004004",,None
11070003001,11070003001,"11070003001,11070003002,11070003003,11070003004",,None
11070003002,11070003002,"11070003001,11070003002,11070003003,11070003004",,None
11070003003,11070003003,"11070003001,11070003002,11070003003,11070003004",,None
11070003004,11070003004,"11070003001,11070003002,11070003003,11070003004",,None
11070002001,11070002001,"11070002001,11070002002,11070002003,11070002004",,None
11070002002,11070002002,"11070002001,11070002002,11070002003,11070002004",,None
11070002003,11070002003,"11070002001,11070002002,11070002003,11070002004",,None
11070002004,11070002004,"11070002001,11070002002,11070002003,11070002004",,None
11070001001,11070001001,"11070001001,11070001002,11070001003,11070001004",,None
11070001002,11070001002,"11070001001,11070001002,11070001003,11070001004",,None
11070001003,11070001003,"11070001001,11070001002,11070001003,11070001004",,None
11070001004,11070001004,"11070001001,11070001002,11070001003,11070001004",,None
37140300001,37140300001,"37140300001,37140400001,37140500001,10010000890,10020000884,10050000005",,None
37140400001,37140400001,"37140300001,37140400001,37140500001,10010000890,10020000884,10050000005",,None
37140500001,37140500001,"37140300001,37140400001,37140500001,10010000890,10020000884,10050000005",,None
37200000001,37200000001,"37200000001,37200100001,37200200001,37200300001,37200400001,10020001224,10020000001,10020000013,10020000014,10070000026,10070000027,10070000881,10070000002,37200500001,10020001572",,None
37200100001,37200100001,"37200000001,37200100001,37200200001,37200300001,37200400001,10020001224,10020000001,10020000013,10020000014,10070000026,10070000027,10070000881,10070000002,37200500001,10020001572",,None
37200200001,37200200001,"37200000001,37200100001,37200200001,37200300001,37200400001,10020001224,10020000001,10020000013,10020000014,10070000026,10070000027,10070000881,10070000002,37200500001,10020001572",,None
37200300001,37200300001,"37200000001,37200100001,37200200001,37200300001,37200400001,10020001224,10020000001,10020000013,10020000014,10070000026,10070000027,10070000881,10070000002,37200500001,10020001572",,None
37200400001,37200400001,"37200000001,37200100001,37200200001,37200300001,37200400001,10020001224,10020000001,10020000013,10020000014,10070000026,10070000027,10070000881,10070000002,37200500001,10020001572",,None
37180300001,37180300001,"37180300001,37180400001,37180500001,10040000900,10050000006,10060000001",,None
37180400001,37180400001,"37180300001,37180400001,37180500001,10040000900,10050000006,10060000001",,None
37180500001,37180500001,"37180300001,37180400001,37180500001,10040000900,10050000006,10060000001",,None
37170300001,37170300001,"37170300001,37170400001,37170500001,10050000007,10010000228,10010000281,10050000045,10050001535,10060000042,10060000008,37170200001,10050001548",,None
37170400001,37170400001,"37170300001,37170400001,37170500001,10050000007,10010000228,10010000281,10050000045,10050001535,10060000042,10060000008,37170200001,10050001548",,None
37170500001,37170500001,"37170300001,37170400001,37170500001,10050000007,10010000228,10010000281,10050000045,10050001535,10060000042,10060000008,37170200001,10050001548",,None
37110100001,37110100001,"37110100001,37110200001,37110300001,37110400001,37110500001,10010000012,10010001371,10050000043",,None
37110200001,37110200001,"37110100001,37110200001,37110300001,37110400001,37110500001,10010000012,10010001371,10050000043",,None
37110300001,37110300001,"37110100001,37110200001,37110300001,37110400001,37110500001,10010000012,10010001371,10050000043",,None
37110400001,37110400001,"37110100001,37110200001,37110300001,37110400001,37110500001,10010000012,10010001371,10050000043",,None
37110500001,37110500001,"37110100001,37110200001,37110300001,37110400001,37110500001,10010000012,10010001371,10050000043",,None
37150400001,37150400001,"37150400001,37150500001,10010000107,10040000910",,None
37150500001,37150500001,"37150400001,37150500001,10010000107,10040000910",,None
37130200001,37130200001,"37130200001,37130300001,37130400001,37130500001,10010000014,10010001525,10040001528",,None
37130300001,37130300001,"37130200001,37130300001,37130400001,37130500001,10010000014,10010001525,10040001528",,None
37130400001,37130400001,"37130200001,37130300001,37130400001,37130500001,10010000014,10010001525,10040001528",,None
37130500001,37130500001,"37130200001,37130300001,37130400001,37130500001,10010000014,10010001525,10040001528",,None
37210000001,37210000001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37210100001,37210100001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37210200001,37210200001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37210300001,37210300001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37210400001,37210400001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37210500001,37210500001,"37210000001,37210100001,37210200001,37210300001,37210400001,37210500001,10020000004",,None
37100100001,37100100001,"37100100001,37100200001,37100300001,37100400001,37100500001,10010000086,10010000089,10010000122,10010000184,10010000233,10010000087,10040000006,10050000004",,None
37100200001,37100200001,"37100100001,37100200001,37100300001,37100400001,37100500001,10010000086,10010000089,10010000122,10010000184,10010000233,10010000087,10040000006,10050000004",,None
37100300001,37100300001,"37100100001,37100200001,37100300001,37100400001,37100500001,10010000086,10010000089,10010000122,10010000184,10010000233,10010000087,10040000006,10050000004",,None
37100400001,37100400001,"37100100001,37100200001,37100300001,37100400001,37100500001,10010000086,10010000089,10010000122,10010000184,10010000233,10010000087,10040000006,10050000004",,None
37100500001,37100500001,"37100100001,37100200001,37100300001,37100400001,37100500001,10010000086,10010000089,10010000122,10010000184,10010000233,10010000087,10040000006,10050000004",,None
37120100001,37120100001,"37120100001,37120200001,37120300001,37120400001,37120500001,10010000223,10010000019",,None
37120200001,37120200001,"37120100001,37120200001,37120300001,37120400001,37120500001,10010000223,10010000019",,None
37120300001,37120300001,"37120100001,37120200001,37120300001,37120400001,37120500001,10010000223,10010000019",,None
37120400001,37120400001,"37120100001,37120200001,37120300001,37120400001,37120500001,10010000223,10010000019",,None
37120500001,37120500001,"37120100001,37120200001,37120300001,37120400001,37120500001,10010000223,10010000019",,None
37160300001,37160300001,"37160300001,37160400001,37160500001,37160400002,10010000025",,None
37160400001,37160400001,"37160300001,37160400001,37160500001,37160400002,10010000025",,None
37160500001,37160500001,"37160300001,37160400001,37160500001,37160400002,10010000025",,None
37190000001,37190000001,"37190000001,37190100001,37190200001,37190300001,37190400001,10020000005,10020000015,10070001527,37190500001",,None
37190100001,37190100001,"37190000001,37190100001,37190200001,37190300001,37190400001,10020000005,10020000015,10070001527,37190500001",,None
37190200001,37190200001,"37190000001,37190100001,37190200001,37190300001,37190400001,10020000005,10020000015,10070001527,37190500001",,None
37190300001,37190300001,"37190000001,37190100001,37190200001,37190300001,37190400001,10020000005,10020000015,10070001527,37190500001",,None
37190400001,37190400001,"37190000001,37190100001,37190200001,37190300001,37190400001,10020000005,10020000015,10070001527,37190500001",,None
37230200001,37230200001,"37230200001,37230300001,37230400001,10070000022",,None
37230300001,37230300001,"37230200001,37230300001,37230400001,10070000022",,None
37230400001,37230400001,"37230200001,37230300001,37230400001,10070000022",,None
37220200001,37220200001,"37220200001,37220300001,37220400001,37220000001,10070000019",,None
37220300001,37220300001,"37220200001,37220300001,37220400001,37220000001,10070000019",,None
37220400001,37220400001,"37220200001,37220300001,37220400001,37220000001,10070000019",,None
37250000001,37250000001,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250100001,37250100001,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250300001,37250300001,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250000002,37250000002,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250200002,37250200002,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250300002,37250300002,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37250400002,37250400002,"37250000001,37250100001,37250300001,37250000002,37250200002,37250300002,37250400002,10030000002,10030000970,10030000027",,None
37260300001,37260300001,"37260300001,37260400001,37260500001,10020001292",,None
37260400001,37260400001,"37260300001,37260400001,37260500001,10020001292",,None
37260500001,37260500001,"37260300001,37260400001,37260500001,10020001292",,None
37160400002,37160400002,"37160300001,37160400001,37160500001,37160400002,10010000025",,None
37220000001,37220000001,"37220200001,37220300001,37220400001,37220000001,10070000019",,None
